"Datetime","Date","Time","Flag","Height","AboveJL","Baitsbite","Rain"
"27/04/2024 22:00:00","27/04/2024","22:00:00","Not Operational","3.86","0.696","0.253","1.5"
"27/04/2024 23:00:00","27/04/2024","23:00:00","Not Operational","3.86","0.696","0.253","1.43"
"28/04/2024 00:00:00","28/04/2024","00:00:00","Not Operational","3.87","0.7","0.261","2.41"
"28/04/2024 01:00:00","28/04/2024","01:00:00","Not Operational","3.87","0.7","0.261","2.33"
"28/04/2024 02:00:00","28/04/2024","02:00:00","Not Operational","3.87","0.7","0.261","1.17"
"28/04/2024 03:00:00","28/04/2024","03:00:00","Not Operational","3.87","0.7","0.261","2.71"
"28/04/2024 04:00:00","28/04/2024","04:00:00","Not Operational","3.89","0.714","0.246","1.65"
"28/04/2024 05:00:00","28/04/2024","05:00:00","Not Operational","3.89","0.714","0.246","1"
"28/04/2024 06:00:00","28/04/2024","06:00:00","Not Operational","3.89","0.714","0.246","1.17"
"28/04/2024 07:00:00","28/04/2024","07:00:00","Not Operational","3.89","0.731","0.254","1.24"
"28/04/2024 08:00:00","28/04/2024","08:00:00","Not Operational","3.9","0.764","0.267","0.22"
"28/04/2024 09:00:00","28/04/2024","09:00:00","Not Operational","3.99","0.723","0.284","0"
"28/04/2024 10:00:00","28/04/2024","10:00:00","Green","4","0.715","0.256","0.01"
"28/04/2024 11:00:00","28/04/2024","11:00:00","Green","3.97","0.716","0.235","0.05"
"28/04/2024 12:00:00","28/04/2024","12:00:00","Green","3.95","0.719","0.241","0.19"
"28/04/2024 13:00:00","28/04/2024","13:00:00","Green","3.95","0.724","0.24","0.31"
"28/04/2024 14:00:00","28/04/2024","14:00:00","Green","3.96","0.739","0.249","0.14"
"28/04/2024 15:00:00","28/04/2024","15:00:00","Green","3.98","0.734","0.253","0"
"28/04/2024 16:00:00","28/04/2024","16:00:00","Green","4.09","0.731","0.262","0"
"28/04/2024 17:00:00","28/04/2024","17:00:00","Green","4.09","0.731","0.262","0"
"28/04/2024 18:00:00","28/04/2024","18:00:00","Green","4.09","0.731","0.262","0"
"28/04/2024 19:00:00","28/04/2024","19:00:00","Green","4.06","0.767","0.24","0"
"28/04/2024 20:00:00","28/04/2024","20:00:00","Green","4.1","0.767","0.24","0"
"28/04/2024 21:00:00","28/04/2024","21:00:00","Green","4.1","0.767","0.24","0"
"28/04/2024 22:00:00","28/04/2024","22:00:00","Green","4.1","0.767","0.24","0"
"28/04/2024 23:00:00","28/04/2024","23:00:00","Green","4.1","0.767","0.24","0"
"29/04/2024 00:00:00","29/04/2024","00:00:00","Green","4.1","0.767","0.24","0"
"29/04/2024 01:00:00","29/04/2024","01:00:00","Green","4.17","0.736","0.246","0"
"29/04/2024 02:00:00","29/04/2024","02:00:00","Green","4.17","0.736","0.246","0"
"29/04/2024 03:00:00","29/04/2024","03:00:00","Green","4.17","0.736","0.246","0"
"29/04/2024 04:00:00","29/04/2024","04:00:00","Green","4.17","0.736","0.246","0"
"29/04/2024 05:00:00","29/04/2024","05:00:00","Green","4.17","0.736","0.246","0"
"29/04/2024 06:00:00","29/04/2024","06:00:00","Green","4.17","0.736","0.246","0"
"29/04/2024 07:00:00","29/04/2024","07:00:00","Green","4.17","0.712","0.245","0"
"29/04/2024 08:00:00","29/04/2024","08:00:00","Green","4.18","0.709","0.247","0"
"29/04/2024 09:00:00","29/04/2024","09:00:00","Green","4.18","0.709","0.247","0"
"29/04/2024 10:00:00","29/04/2024","10:00:00","Green","","0.709","0.247","0"
"29/04/2024 11:00:00","29/04/2024","11:00:00","Green","4.18","0.709","0.247","0"
"29/04/2024 12:00:00","29/04/2024","12:00:00","Green","4.18","0.709","0.247","0"
"29/04/2024 13:00:00","29/04/2024","13:00:00","Green","","0.709","0.247","0"
"29/04/2024 14:00:00","29/04/2024","14:00:00","Green","","0.709","0.247","0"
"29/04/2024 15:00:00","29/04/2024","15:00:00","Green","","0.709","0.247","0"
"29/04/2024 16:00:00","29/04/2024","16:00:00","Green","","0.719","0.241","0"
"29/04/2024 17:00:00","29/04/2024","17:00:00","Green","","0.719","0.241","0"
"29/04/2024 18:00:00","29/04/2024","18:00:00","Green","","0.719","0.241","0"
"29/04/2024 19:00:00","29/04/2024","19:00:00","Green","","0.719","0.241","0"
"29/04/2024 20:00:00","29/04/2024","20:00:00","Green","","0.719","0.241","0"
"29/04/2024 21:00:00","29/04/2024","21:00:00","Green","","0.719","0.241","0"
"29/04/2024 22:00:00","29/04/2024","22:00:00","Green","","0.719","0.241","0"
"29/04/2024 23:00:00","29/04/2024","23:00:00","Green","","0.707","0.241","0"
"30/04/2024 00:00:00","30/04/2024","00:00:00","Green","","0.707","0.237","0"
"30/04/2024 01:00:00","30/04/2024","01:00:00","Green","","0.707","0.237","0"
"30/04/2024 02:00:00","30/04/2024","02:00:00","Green","","0.707","0.237","0"
"30/04/2024 03:00:00","30/04/2024","03:00:00","Green","","0.707","0.237","0"
"30/04/2024 04:00:00","30/04/2024","04:00:00","Green","","0.707","0.237","0"
"30/04/2024 05:00:00","30/04/2024","05:00:00","Green","","0.707","0.237","0"
"30/04/2024 06:00:00","30/04/2024","06:00:00","Green","","0.707","0.237","0"
"30/04/2024 07:00:00","30/04/2024","07:00:00","Green","","0.707","0.237","0"
"30/04/2024 08:00:00","30/04/2024","08:00:00","Green","","0.669","0.238","0"
"30/04/2024 09:00:00","30/04/2024","09:00:00","Green","3.85","0.727","0.211","0"
"30/04/2024 10:00:00","30/04/2024","10:00:00","Green","3.85","0.727","0.211","0"
"30/04/2024 11:00:00","30/04/2024","11:00:00","Green","3.85","0.727","0.211","0"
"30/04/2024 12:00:00","30/04/2024","12:00:00","Green","3.85","0.727","0.211","0"
"30/04/2024 13:00:00","30/04/2024","13:00:00","Green","3.85","0.727","0.211","0"
"30/04/2024 14:00:00","30/04/2024","14:00:00","Green","3.85","0.727","0.211","0"
"30/04/2024 15:00:00","30/04/2024","15:00:00","Green","3.85","0.727","0.211","0"
"30/04/2024 16:00:00","30/04/2024","16:00:00","Green","3.85","0.713","0.236","0"
"30/04/2024 17:00:00","30/04/2024","17:00:00","Green","3.98","0.711","0.245","0"
"30/04/2024 18:00:00","30/04/2024","18:00:00","Green","3.98","0.711","0.245","0"
"30/04/2024 19:00:00","30/04/2024","19:00:00","Green","3.98","0.711","0.245","0"
"30/04/2024 20:00:00","30/04/2024","20:00:00","Green","3.98","0.711","0.245","0"
"30/04/2024 21:00:00","30/04/2024","21:00:00","Green","3.98","0.711","0.245","0"
"30/04/2024 22:00:00","30/04/2024","22:00:00","Green","3.98","0.711","0.245","0"
"30/04/2024 23:00:00","30/04/2024","23:00:00","Green","3.98","0.711","0.245","0"
"01/05/2024 00:00:00","01/05/2024","00:00:00","Green","3.98","0.711","0.245","0"
"01/05/2024 01:00:00","01/05/2024","01:00:00","Green","3.97","0.71","0.255","0"
"01/05/2024 02:00:00","01/05/2024","02:00:00","Green","3.97","0.707","0.255","0"
"01/05/2024 03:00:00","01/05/2024","03:00:00","Green","3.97","0.706","0.255","0"
"01/05/2024 04:00:00","01/05/2024","04:00:00","Green","3.97","0.706","0.255","0"
"01/05/2024 05:00:00","01/05/2024","05:00:00","Green","3.97","0.706","0.255","0"
"01/05/2024 06:00:00","01/05/2024","06:00:00","Green","3.97","0.706","0.255","0"
"01/05/2024 07:00:00","01/05/2024","07:00:00","Green","3.97","0.706","0.255","0"
"01/05/2024 08:00:00","01/05/2024","08:00:00","Green","3.88","","","0"
"01/05/2024 09:00:00","01/05/2024","09:00:00","Green","3.88","","","0"
"01/05/2024 10:00:00","01/05/2024","10:00:00","Green","3.88","","","0"
"01/05/2024 11:00:00","01/05/2024","11:00:00","Green","3.88","0.693","0.238","0"
"01/05/2024 12:00:00","01/05/2024","12:00:00","Green","3.88","0.693","0.238","0"
"01/05/2024 13:00:00","01/05/2024","13:00:00","Green","3.88","0.693","0.238","0"
"01/05/2024 14:00:00","01/05/2024","14:00:00","Green","3.88","0.693","0.238","0"
"01/05/2024 15:00:00","01/05/2024","15:00:00","Green","3.88","0.693","0.238","0"
"01/05/2024 16:00:00","01/05/2024","16:00:00","Green","3.88","0.693","0.238","0"
"01/05/2024 17:00:00","01/05/2024","17:00:00","Green","3.94","0.693","0.238","0"
"01/05/2024 18:00:00","01/05/2024","18:00:00","Green","3.94","0.726","0.255","0"
"01/05/2024 19:00:00","01/05/2024","19:00:00","Green","3.94","0.726","0.255","0"
"01/05/2024 20:00:00","01/05/2024","20:00:00","Green","3.94","0.726","0.255","0"
"01/05/2024 21:00:00","01/05/2024","21:00:00","Green","3.94","","","0"
"01/05/2024 22:00:00","01/05/2024","22:00:00","Green","3.94","","","0"
"01/05/2024 23:00:00","01/05/2024","23:00:00","Green","3.94","","","0"
"02/05/2024 00:00:00","02/05/2024","00:00:00","Green","3.94","","","0"
"02/05/2024 01:00:00","02/05/2024","01:00:00","Green","3.92","0.715","0.247","0"
"02/05/2024 02:00:00","02/05/2024","02:00:00","Green","3.92","0.715","0.247","0"
"02/05/2024 03:00:00","02/05/2024","03:00:00","Green","3.92","0.715","0.247","0"
"02/05/2024 04:00:00","02/05/2024","04:00:00","Green","3.92","0.715","0.247","0"
"02/05/2024 05:00:00","02/05/2024","05:00:00","Green","3.92","0.715","0.247","0"
"02/05/2024 06:00:00","02/05/2024","06:00:00","Green","3.92","0.715","0.247","0"
"02/05/2024 07:00:00","02/05/2024","07:00:00","Green","3.92","0.715","0.247","0"
"02/05/2024 08:00:00","02/05/2024","08:00:00","Green","3.92","0.715","0.247","0"
"02/05/2024 09:00:00","02/05/2024","09:00:00","Green","3.92","0.709","0.243","0"
"02/05/2024 10:00:00","02/05/2024","10:00:00","Green","3.91","0.709","0.243","0"
"02/05/2024 11:00:00","02/05/2024","11:00:00","Green","3.91","0.709","0.243","0"
"02/05/2024 12:00:00","02/05/2024","12:00:00","Green","3.91","0.709","0.243","0"
"02/05/2024 13:00:00","02/05/2024","13:00:00","Green","3.91","0.709","0.243","0"
"02/05/2024 14:00:00","02/05/2024","14:00:00","Green","3.91","0.709","0.243","0"
"02/05/2024 15:00:00","02/05/2024","15:00:00","Green","3.91","0.709","0.243","0"
"02/05/2024 16:00:00","02/05/2024","16:00:00","Green","3.91","0.718","0.238","0"
"02/05/2024 17:00:00","02/05/2024","17:00:00","Green","3.88","0.718","0.238","0"
"02/05/2024 18:00:00","02/05/2024","18:00:00","Green","3.88","0.718","0.238","0"
"02/05/2024 19:00:00","02/05/2024","19:00:00","Green","3.88","0.718","0.238","0"
"02/05/2024 20:00:00","02/05/2024","20:00:00","Green","3.88","0.718","0.238","0"
"02/05/2024 21:00:00","02/05/2024","21:00:00","Green","3.88","0.718","0.238","0"
"02/05/2024 22:00:00","02/05/2024","22:00:00","Green","3.88","0.718","0.238","0"
"02/05/2024 23:00:00","02/05/2024","23:00:00","Green","3.88","0.718","0.238","0"
"03/05/2024 00:00:00","03/05/2024","00:00:00","Green","3.88","0.718","0.238","0"
"03/05/2024 01:00:00","03/05/2024","01:00:00","Green","3.89","0.718","0.242","0"
"03/05/2024 02:00:00","03/05/2024","02:00:00","Green","3.89","0.718","0.242","0"
"03/05/2024 03:00:00","03/05/2024","03:00:00","Green","3.89","0.718","0.242","0"
"03/05/2024 04:00:00","03/05/2024","04:00:00","Green","3.89","0.718","0.242","0"
"03/05/2024 05:00:00","03/05/2024","05:00:00","Green","3.89","0.718","0.242","0.03"
"03/05/2024 06:00:00","03/05/2024","06:00:00","Green","3.89","0.718","0.242","0.04"
"03/05/2024 07:00:00","03/05/2024","07:00:00","Green","3.89","0.718","0.242","0.15"
"03/05/2024 08:00:00","03/05/2024","08:00:00","Green","3.89","0.718","0.242","0.55"
"03/05/2024 09:00:00","03/05/2024","09:00:00","Green","3.89","0.712","0.237","0.33"
"03/05/2024 10:00:00","03/05/2024","10:00:00","Green","3.89","0.712","0.237","4.92"
"03/05/2024 11:00:00","03/05/2024","11:00:00","Green","3.86","","","3.64"
"03/05/2024 12:00:00","03/05/2024","12:00:00","Green","3.86","","","0.18"
"03/05/2024 13:00:00","03/05/2024","13:00:00","Green","3.86","","0.275","0.27"
"03/05/2024 14:00:00","03/05/2024","14:00:00","Green","3.86","","0.275","0.44"
"03/05/2024 15:00:00","03/05/2024","15:00:00","Green","3.86","0.712","0.275","0.22"
"03/05/2024 16:00:00","03/05/2024","16:00:00","Green","3.96","0.712","0.275","0.48"
"03/05/2024 17:00:00","03/05/2024","17:00:00","Green","3.96","0.714","0.26","0.26"
"03/05/2024 18:00:00","03/05/2024","18:00:00","Green","3.96","0.714","0.26","0.12"
"03/05/2024 19:00:00","03/05/2024","19:00:00","Green","3.96","0.714","0.26","0.05"
"03/05/2024 20:00:00","03/05/2024","20:00:00","Green","3.96","","","0"
"03/05/2024 21:00:00","03/05/2024","21:00:00","Green","3.96","","","0"
"03/05/2024 22:00:00","03/05/2024","22:00:00","Green","3.9","","","0"
"03/05/2024 23:00:00","03/05/2024","23:00:00","Green","3.9","","","0"
"04/05/2024 00:00:00","04/05/2024","00:00:00","Green","3.9","","0.237","0"
"04/05/2024 01:00:00","04/05/2024","01:00:00","Green","3.9","","0.237","0"
"04/05/2024 02:00:00","04/05/2024","02:00:00","Green","3.9","","0.237","0"
"04/05/2024 03:00:00","04/05/2024","03:00:00","Green","3.9","","","0"
"04/05/2024 04:00:00","04/05/2024","04:00:00","Green","3.9","","","0"
"04/05/2024 05:00:00","04/05/2024","05:00:00","Green","3.9","","","0"
"04/05/2024 06:00:00","04/05/2024","06:00:00","Green","3.9","","","0"
"04/05/2024 07:00:00","04/05/2024","07:00:00","Green","3.9","","","0"
"04/05/2024 08:00:00","04/05/2024","08:00:00","Green","3.9","0.731","0.246","0"
"04/05/2024 09:00:00","04/05/2024","09:00:00","Green","3.9","0.731","0.246","0"
"04/05/2024 10:00:00","04/05/2024","10:00:00","Green","3.9","0.731","0.246","0"
"04/05/2024 11:00:00","04/05/2024","11:00:00","Green","3.9","0.731","0.246","0"
"04/05/2024 12:00:00","04/05/2024","12:00:00","Green","3.9","0.731","0.246","0"
"04/05/2024 13:00:00","04/05/2024","13:00:00","Green","3.93","0.731","0.246","0"
"04/05/2024 14:00:00","04/05/2024","14:00:00","Green","3.93","0.731","0.246","0"
"04/05/2024 15:00:00","04/05/2024","15:00:00","Green","3.93","0.731","0.246","0"
"04/05/2024 16:00:00","04/05/2024","16:00:00","Green","3.93","0.731","0.246","0"
"04/05/2024 17:00:00","04/05/2024","17:00:00","Green","3.97","0.731","0.246","0"
"04/05/2024 18:00:00","04/05/2024","18:00:00","Green","3.97","0.723","0.246","0"
"04/05/2024 19:00:00","04/05/2024","19:00:00","Green","3.97","0.723","0.254","0"
"04/05/2024 20:00:00","04/05/2024","20:00:00","Green","3.97","0.723","0.254","0"
"04/05/2024 21:00:00","04/05/2024","21:00:00","Green","3.97","0.723","0.254","0"
"04/05/2024 22:00:00","04/05/2024","22:00:00","Green","3.97","0.723","0.254","0"
"04/05/2024 23:00:00","04/05/2024","23:00:00","Green","3.97","0.723","0.254","0"
"05/05/2024 00:00:00","05/05/2024","00:00:00","Green","3.93","","","0"
"05/05/2024 01:00:00","05/05/2024","01:00:00","Green","3.93","","","0"
"05/05/2024 02:00:00","05/05/2024","02:00:00","Green","3.93","","","0"
"05/05/2024 03:00:00","05/05/2024","03:00:00","Green","3.93","0.71","","0"
"05/05/2024 04:00:00","05/05/2024","04:00:00","Green","3.93","0.71","0.242","0"
"05/05/2024 05:00:00","05/05/2024","05:00:00","Green","3.93","0.71","0.242","0"
"05/05/2024 06:00:00","05/05/2024","06:00:00","Green","3.93","0.71","0.242","0"
"05/05/2024 07:00:00","05/05/2024","07:00:00","Green","3.93","0.71","0.242","0"
"05/05/2024 08:00:00","05/05/2024","08:00:00","Green","3.93","","","0"
"05/05/2024 09:00:00","05/05/2024","09:00:00","Green","3.93","","","0"
"05/05/2024 10:00:00","05/05/2024","10:00:00","Green","3.93","","","0"
"05/05/2024 11:00:00","05/05/2024","11:00:00","Green","3.93","","","0"
"05/05/2024 12:00:00","05/05/2024","12:00:00","Green","3.93","","0.27","0"
"05/05/2024 13:00:00","05/05/2024","13:00:00","Green","3.93","","0.27","0.02"
"05/05/2024 14:00:00","05/05/2024","14:00:00","Green","3.93","","","0"
"05/05/2024 15:00:00","05/05/2024","15:00:00","Green","3.93","0.727","0.27","0"
"05/05/2024 16:00:00","05/05/2024","16:00:00","Green","3.91","","","0"
"05/05/2024 17:00:00","05/05/2024","17:00:00","Green","3.91","","0.244","0"
"05/05/2024 18:00:00","05/05/2024","18:00:00","Green","3.91","","0.244","0"
"05/05/2024 19:00:00","05/05/2024","19:00:00","Green","3.91","","0.244","0"
"05/05/2024 20:00:00","05/05/2024","20:00:00","Green","3.91","","0.244","0"
"05/05/2024 21:00:00","05/05/2024","21:00:00","Green","3.91","","","0"
"05/05/2024 22:00:00","05/05/2024","22:00:00","Green","3.91","","","0"
"05/05/2024 23:00:00","05/05/2024","23:00:00","Green","3.91","","","0"
"06/05/2024 00:00:00","06/05/2024","00:00:00","Green","3.91","0.73","0.244","0"
"06/05/2024 01:00:00","06/05/2024","01:00:00","Green","3.91","0.72","0.253","0"
"06/05/2024 02:00:00","06/05/2024","02:00:00","Green","3.91","0.72","0.253","0"
"06/05/2024 03:00:00","06/05/2024","03:00:00","Green","3.91","0.72","0.253","0"
"06/05/2024 04:00:00","06/05/2024","04:00:00","Green","3.91","0.72","0.253","0"
"06/05/2024 05:00:00","06/05/2024","05:00:00","Green","3.91","0.72","0.253","0"
"06/05/2024 06:00:00","06/05/2024","06:00:00","Green","3.91","0.72","0.253","0"
"06/05/2024 07:00:00","06/05/2024","07:00:00","Green","3.91","0.72","0.253","0"
"06/05/2024 08:00:00","06/05/2024","08:00:00","Green","3.91","0.72","0.253","0"
"06/05/2024 09:00:00","06/05/2024","09:00:00","Green","3.91","","","0"
"06/05/2024 10:00:00","06/05/2024","10:00:00","Green","3.91","","","0"
"06/05/2024 11:00:00","06/05/2024","11:00:00","Green","3.91","0.715","0.255","0"
"06/05/2024 12:00:00","06/05/2024","12:00:00","Green","3.91","0.715","0.255","0.01"
"06/05/2024 13:00:00","06/05/2024","13:00:00","Green","3.9","0.715","0.255","0.06"
"06/05/2024 14:00:00","06/05/2024","14:00:00","Green","3.9","0.715","0.255","0.05"
"06/05/2024 15:00:00","06/05/2024","15:00:00","Green","3.9","0.715","0.255","0.08"
"06/05/2024 16:00:00","06/05/2024","16:00:00","Green","3.9","","","0.04"
"06/05/2024 17:00:00","06/05/2024","17:00:00","Green","3.89","0.731","","0.08"
"06/05/2024 18:00:00","06/05/2024","18:00:00","Green","3.89","0.731","","0"
"06/05/2024 19:00:00","06/05/2024","19:00:00","Green","3.89","0.731","","0"
"06/05/2024 20:00:00","06/05/2024","20:00:00","Green","3.89","0.731","","0"
"06/05/2024 21:00:00","06/05/2024","21:00:00","Green","3.89","0.731","0.251","0"
"06/05/2024 22:00:00","06/05/2024","22:00:00","Green","3.89","0.731","0.251","0"
"06/05/2024 23:00:00","06/05/2024","23:00:00","Green","3.89","0.731","0.251","0"
"07/05/2024 00:00:00","07/05/2024","00:00:00","Green","3.89","0.731","0.251","0"
"07/05/2024 01:00:00","07/05/2024","01:00:00","Green","3.89","","","0"
"07/05/2024 02:00:00","07/05/2024","02:00:00","Green","3.89","","","0"
"07/05/2024 03:00:00","07/05/2024","03:00:00","Green","3.89","","0.251","0"
"07/05/2024 04:00:00","07/05/2024","04:00:00","Green","3.89","","0.251","0"
"07/05/2024 05:00:00","07/05/2024","05:00:00","Green","3.89","","","0"
"07/05/2024 06:00:00","07/05/2024","06:00:00","Green","3.89","","","0"
"07/05/2024 07:00:00","07/05/2024","07:00:00","Green","3.89","","","0"
"07/05/2024 08:00:00","07/05/2024","08:00:00","Green","3.89","","","0"
"07/05/2024 09:00:00","07/05/2024","09:00:00","Green","3.88","0.731","0.246","0"
"07/05/2024 10:00:00","07/05/2024","10:00:00","Green","3.88","0.731","0.246","0"
"07/05/2024 11:00:00","07/05/2024","11:00:00","Green","3.88","0.731","0.246","0"
"07/05/2024 12:00:00","07/05/2024","12:00:00","Green","3.88","0.731","0.246","0"
"07/05/2024 13:00:00","07/05/2024","13:00:00","Green","3.88","0.731","0.246","0"
"07/05/2024 14:00:00","07/05/2024","14:00:00","Green","3.88","0.731","0.246","0"
"07/05/2024 15:00:00","07/05/2024","15:00:00","Green","3.88","","","0"
"07/05/2024 16:00:00","07/05/2024","16:00:00","Green","3.88","0.731","0.246","0"
"07/05/2024 17:00:00","07/05/2024","17:00:00","Green","3.89","0.723","0.246","0"
"07/05/2024 18:00:00","07/05/2024","18:00:00","Green","3.89","0.723","0.246","0"
"07/05/2024 19:00:00","07/05/2024","19:00:00","Green","3.89","","0.246","0"
"07/05/2024 20:00:00","07/05/2024","20:00:00","Green","3.89","0.723","0.247","0"
"07/05/2024 21:00:00","07/05/2024","21:00:00","Green","3.89","","","0"
"07/05/2024 22:00:00","07/05/2024","22:00:00","Green","3.89","","","0"
"07/05/2024 23:00:00","07/05/2024","23:00:00","Green","3.89","","","0"
"08/05/2024 00:00:00","08/05/2024","00:00:00","Green","3.89","","","0"
"08/05/2024 01:00:00","08/05/2024","01:00:00","Green","3.89","","","0"
"08/05/2024 02:00:00","08/05/2024","02:00:00","Green","3.89","","","0"
"08/05/2024 03:00:00","08/05/2024","03:00:00","Green","3.88","","0.245","0"
"08/05/2024 04:00:00","08/05/2024","04:00:00","Green","3.88","0.715","0.245","0"
"08/05/2024 05:00:00","08/05/2024","05:00:00","Green","3.88","0.715","0.245","0"
"08/05/2024 06:00:00","08/05/2024","06:00:00","Green","3.88","0.715","0.245","0"
"08/05/2024 07:00:00","08/05/2024","07:00:00","Green","3.88","0.715","0.245","0"
"08/05/2024 08:00:00","08/05/2024","08:00:00","Green","3.88","0.715","0.245","0"
"08/05/2024 09:00:00","08/05/2024","09:00:00","Green","3.89","","","0"
"08/05/2024 10:00:00","08/05/2024","10:00:00","Green","3.89","","","0"
"08/05/2024 11:00:00","08/05/2024","11:00:00","Green","3.89","","","0"
"08/05/2024 12:00:00","08/05/2024","12:00:00","Green","3.89","","","0"
"08/05/2024 13:00:00","08/05/2024","13:00:00","Green","3.89","","","0"
"08/05/2024 14:00:00","08/05/2024","14:00:00","Green","3.89","","","0"
"08/05/2024 15:00:00","08/05/2024","15:00:00","Green","3.89","","","0"
"08/05/2024 16:00:00","08/05/2024","16:00:00","Green","3.89","","","0"
"08/05/2024 17:00:00","08/05/2024","17:00:00","Green","3.88","","","0"
"08/05/2024 18:00:00","08/05/2024","18:00:00","Green","3.88","0.71","0.245","0"
"08/05/2024 19:00:00","08/05/2024","19:00:00","Green","3.88","","","0"
"08/05/2024 20:00:00","08/05/2024","20:00:00","Green","3.88","","","0"
"08/05/2024 21:00:00","08/05/2024","21:00:00","Green","3.88","","","0"
"08/05/2024 22:00:00","08/05/2024","22:00:00","Green","3.88","0.71","0.245","0"
"08/05/2024 23:00:00","08/05/2024","23:00:00","Green","3.88","0.71","0.245","0"
"09/05/2024 00:00:00","09/05/2024","00:00:00","Green","3.87","0.707","0.236","0"
"09/05/2024 01:00:00","09/05/2024","01:00:00","Green","3.87","0.707","0.236","0"
"09/05/2024 02:00:00","09/05/2024","02:00:00","Green","3.87","0.707","0.236","0"
"09/05/2024 03:00:00","09/05/2024","03:00:00","Green","3.87","0.707","0.236","0"
"09/05/2024 04:00:00","09/05/2024","04:00:00","Green","3.87","0.707","0.236","0"
"09/05/2024 05:00:00","09/05/2024","05:00:00","Green","3.87","0.707","0.236","0"
"09/05/2024 06:00:00","09/05/2024","06:00:00","Green","3.87","0.707","0.236","0"
"09/05/2024 07:00:00","09/05/2024","07:00:00","Green","3.87","0.707","0.236","0"
"09/05/2024 08:00:00","09/05/2024","08:00:00","Green","3.88","0.706","0.257","0"
"09/05/2024 09:00:00","09/05/2024","09:00:00","Green","3.88","0.706","0.258","0"
"09/05/2024 10:00:00","09/05/2024","10:00:00","Green","3.88","0.706","0.258","0"
"09/05/2024 11:00:00","09/05/2024","11:00:00","Green","3.88","0.706","0.258","0"
"09/05/2024 12:00:00","09/05/2024","12:00:00","Green","3.88","0.706","0.258","0"
"09/05/2024 13:00:00","09/05/2024","13:00:00","Green","3.88","0.706","0.258","0"
"09/05/2024 14:00:00","09/05/2024","14:00:00","Green","3.88","0.706","0.258","0"
"09/05/2024 15:00:00","09/05/2024","15:00:00","Green","3.88","0.706","0.258","0"
"09/05/2024 16:00:00","09/05/2024","16:00:00","Green","3.87","0.7","0.245","0"
"09/05/2024 17:00:00","09/05/2024","17:00:00","Green","3.87","0.7","0.245","0"
"09/05/2024 18:00:00","09/05/2024","18:00:00","Green","3.87","0.7","0.245","0"
"09/05/2024 19:00:00","09/05/2024","19:00:00","Green","3.87","0.7","0.245","0"
"09/05/2024 20:00:00","09/05/2024","20:00:00","Green","3.87","0.7","0.245","0"
"09/05/2024 21:00:00","09/05/2024","21:00:00","Green","3.87","0.7","0.245","0"
"09/05/2024 22:00:00","09/05/2024","22:00:00","Green","3.87","0.7","0.245","0"
"09/05/2024 23:00:00","09/05/2024","23:00:00","Green","3.87","0.7","0.245","0"
"10/05/2024 00:00:00","10/05/2024","00:00:00","Green","3.86","0.698","0.237","0"
"10/05/2024 01:00:00","10/05/2024","01:00:00","Green","3.86","0.698","0.237","0"
"10/05/2024 02:00:00","10/05/2024","02:00:00","Green","3.86","0.698","0.237","0"
"10/05/2024 03:00:00","10/05/2024","03:00:00","Green","3.86","0.698","0.237","0"
"10/05/2024 04:00:00","10/05/2024","04:00:00","Green","3.86","0.698","0.237","0"
"10/05/2024 05:00:00","10/05/2024","05:00:00","Green","3.86","0.698","0.237","0"
"10/05/2024 06:00:00","10/05/2024","06:00:00","Green","3.86","0.698","0.237","0"
"10/05/2024 07:00:00","10/05/2024","07:00:00","Green","3.86","0.698","0.237","0"
"10/05/2024 08:00:00","10/05/2024","08:00:00","Green","3.86","0.697","0.242","0"
"10/05/2024 09:00:00","10/05/2024","09:00:00","Green","3.86","0.697","0.242","0"
"10/05/2024 10:00:00","10/05/2024","10:00:00","Green","3.86","0.697","0.242","0"
"10/05/2024 11:00:00","10/05/2024","11:00:00","Green","3.86","0.697","0.242","0"
"10/05/2024 12:00:00","10/05/2024","12:00:00","Green","3.86","0.697","0.242","0"
"10/05/2024 13:00:00","10/05/2024","13:00:00","Green","3.86","0.697","0.242","0"
"10/05/2024 14:00:00","10/05/2024","14:00:00","Green","3.86","0.697","0.242","0"
"10/05/2024 15:00:00","10/05/2024","15:00:00","Green","3.86","0.697","0.242","0"
"10/05/2024 16:00:00","10/05/2024","16:00:00","Green","3.87","0.695","0.248","0"
"10/05/2024 17:00:00","10/05/2024","17:00:00","Green","3.87","0.695","0.248","0"
"10/05/2024 18:00:00","10/05/2024","18:00:00","Green","3.87","0.695","0.248","0"
"10/05/2024 19:00:00","10/05/2024","19:00:00","Green","3.87","0.695","0.248","0"
"10/05/2024 20:00:00","10/05/2024","20:00:00","Green","3.87","0.695","0.248","0"
"10/05/2024 21:00:00","10/05/2024","21:00:00","Green","3.87","0.695","0.248","0"
"10/05/2024 22:00:00","10/05/2024","22:00:00","Green","3.87","0.695","0.248","0"
"10/05/2024 23:00:00","10/05/2024","23:00:00","Green","3.87","0.695","0.248","0"
"11/05/2024 00:00:00","11/05/2024","00:00:00","Green","3.87","0.696","0.244","0"
"11/05/2024 01:00:00","11/05/2024","01:00:00","Green","3.87","0.696","0.244","0"
"11/05/2024 02:00:00","11/05/2024","02:00:00","Green","3.87","0.696","0.244","0"
"11/05/2024 03:00:00","11/05/2024","03:00:00","Green","3.87","0.696","0.244","0"
